hhid,region,langue,s05q01,s05q02,s05q03,s05q03_autre,s05q04,s05q04_autre,s05q05,s05q06,s05q07,s05q07a,s04q7a_autre,s05q08,s05q08a,s05q09__0,s05q09__1,s05q09__2,s05q09__3,s05q09__4,s05q09__5,s05q09__6,s05q09__7,s05q09__8,s05q09__9,s05q09__10,s05q09__11,s05q09__12,s05q09__13,s05q09__14,s05q09__15,s05q09__16,s05q09__17,s05q09__18,s05q09__19,s05q09__20,s05q09__21,s05q09__22,s05q09__23,s05q09__24,s05q09__25,s05q09__26,s05q09__27,s05q09__28,s05q09__29,s05q09__30,s05q09__31,s05q09__32,s05q09__33,s05q09__34,s05q09__35,s05q09__36,s05q09__37,s05q09__38,s05q09__39,s05q09__40,s05q09__41,s05q09__42,s05q09__43,s05q09__44,s05q09__45,s05q09__46,s05q09__47,s05q09__48,s05q09__49,s05q09__50,s05q09__51,s05q09__52,s05q09__53,s05q09__54,s05q09__55,s05q09__56,s05q09__57,s05q09__58,s05q09__59,s05q10,s05q11,s05q12,s05q13,s05q13_autre,s05q14,s05q15,s05q16,s05q16_autre,s05q17,s05q18,s05q19,s05q20,s05q21,s05q22,s00q01,s00q04,p0,hhweight_covid,domaine_residence
2610010,Koulikoro,Français,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,NON,,,,NON,,,NON,,,Koulikoro,Urbain,Non Pauvres,1083.36181640625,Autres_urbains
2610012,Koulikoro,Bambara/Malinké,OUI,,,,,,En tant que salarié,NON,Paiement normal complet,COVID-19,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,NON,,,,NON,,,NON,,,Koulikoro,Urbain,Pauvres,983.17120361328125,Autres_urbains
2630001,Koulikoro,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,OUI,RESTE LES MEMES,MOINS FREQUEMMENT,NON,,,Koulikoro,Urbain,Non Pauvres,413.647216796875,Autres_urbains
2630002,Koulikoro,Bambara/Malinké,NON,NON,,,,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Koulikoro,Urbain,Non Pauvres,413.647216796875,Autres_urbains
2630006,Koulikoro,Bambara/Malinké,OUI,,,,,,Dans une entreprise familiale ou gérée par un membre du ménage,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,FERMETURE DE L'ETABLISSEMENT POUR CAUSE DE CORONAVIRUS,,NON,,,,NON,,,NON,,,Koulikoro,Urbain,Non Pauvres,413.647216796875,Autres_urbains
2630012,Koulikoro,Bambara/Malinké,NON,OUI,COVID-19,,SERVICES PERSONNELS,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,NON,,,,OUI,RESTE LES MEMES,AU MEME RYTHME,NON,,,Koulikoro,Urbain,Non Pauvres,413.647216796875,Autres_urbains
2650001,Koulikoro,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,INDUSTRIE,Inférieur à d'habitude,AUCUN CLIENT,,NON,,,,OUI,RESTE LES MEMES,AU MEME RYTHME,NON,,,Koulikoro,Urbain,Non Pauvres,329.93292236328125,Autres_urbains
2650004,Koulikoro,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Plus élevé que d'habitude,,,OUI,NON,TRAVAIL SAISONNIER,,OUI,AUGMENTE,MOINS FREQUEMMENT,NON,,,Koulikoro,Urbain,Non Pauvres,329.93292236328125,Autres_urbains
2650005,Koulikoro,Bambara/Malinké,NON,OUI,"AUTRE, SPECIFIER",cause de greve,EDUCATION,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Koulikoro,Urbain,Non Pauvres,329.93292236328125,Autres_urbains
2650006,Koulikoro,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,NON,TRAVAIL SAISONNIER,,NON,,,NON,,,Koulikoro,Urbain,Non Pauvres,329.93292236328125,Autres_urbains
2650008,Koulikoro,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,AGRICULTURE,Inférieur à d'habitude,FERMETURE DE L'ETABLISSEMENT POUR CAUSE DE CORONAVIRUS,,OUI,OUI,,,OUI,BAISSE,MOINS FREQUEMMENT,NON,,,Koulikoro,Urbain,Non Pauvres,329.93292236328125,Autres_urbains
2650009,Koulikoro,Bambara/Malinké,OUI,,,,,,Dans une entreprise familiale ou gérée par un membre du ménage,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Identique,,,NON,,,,OUI,RESTE LES MEMES,AU MEME RYTHME,NON,,,Koulikoro,Urbain,Non Pauvres,329.93292236328125,Autres_urbains
2680006,Koulikoro,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,INDUSTRIE,Inférieur à d'habitude,NE PEUT SE DEPLACER / TRANSPORTER LES PRODUITS,,OUI,OUI,,,NON,,,NON,,,Koulikoro,Urbain,Non Pauvres,529.3699951171875,Autres_urbains
2680007,Koulikoro,Bambara/Malinké,NON,OUI,TRAVAIL SAISONNIER,,COMMERCE,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,OUI,NON,TRAVAIL SAISONNIER,,OUI,BAISSE,MOINS FREQUEMMENT,OUI,RESTE LE MEME,AU MEME RYTHME,Koulikoro,Urbain,Pauvres,480.4132385253906,Autres_urbains
2680008,Koulikoro,Bambara/Malinké,OUI,,,,,,En tant que salarié,OUI,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Koulikoro,Urbain,Non Pauvres,529.3699951171875,Autres_urbains
2690001,Koulikoro,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,NON,TRAVAIL SAISONNIER,,NON,,,NON,,,Koulikoro,Urbain,Non Pauvres,699.26080322265625,Autres_urbains
2690004,Koulikoro,Bambara/Malinké,OUI,,,,,,En tant que salarié,OUI,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Koulikoro,Urbain,Non Pauvres,699.26080322265625,Autres_urbains
2700001,Koulikoro,Bambara/Malinké,OUI,,,,,,En tant que salarié,OUI,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,NON,TRAVAIL SAISONNIER,,OUI,RESTE LES MEMES,AU MEME RYTHME,NON,,,Koulikoro,Urbain,Non Pauvres,1243.4039306640625,Autres_urbains
2700006,Koulikoro,Bambara/Malinké,OUI,,,,,,En tant que salarié,OUI,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Identique,,,OUI,OUI,,,NE SAIT PAS,,,NON,,,Koulikoro,Urbain,Non Pauvres,1243.4039306640625,Autres_urbains
2700011,Koulikoro,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Koulikoro,Urbain,Non Pauvres,1243.4039306640625,Autres_urbains
2700012,Koulikoro,Français,OUI,,,,,,En tant que salarié,OUI,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,OUI,,,NON,,,NON,,,Koulikoro,Urbain,Non Pauvres,1243.4039306640625,Autres_urbains
2710008,Koulikoro,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,OUI,OUI,,,NON,,,NON,,,Koulikoro,Rural,Non Pauvres,2043.611328125,Rural
2730003,Koulikoro,Bambara/Malinké,NON,OUI,COVID-19,,COMMERCE,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,OUI,OUI,,,NON,,,NON,,,Koulikoro,Rural,Pauvres,3866.57861328125,Rural
2730012,Koulikoro,Bambara/Malinké,NON,OUI,TRAVAIL SAISONNIER,,AGRICULTURE,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,NON,TRAVAIL SAISONNIER,,OUI,BAISSE,MOINS FREQUEMMENT,NON,,,Koulikoro,Rural,Pauvres,3866.57861328125,Rural
2750008,Koulikoro,Bambara/Malinké,NON,OUI,TRAVAIL SAISONNIER,,AGRICULTURE,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,AGRICULTURE,Identique,,,OUI,OUI,,,NON,,,NON,,,Koulikoro,Urbain,Pauvres,373.1581726074219,Autres_urbains
2750009,Koulikoro,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Identique,,,OUI,OUI,,,NON,,,NON,,,Koulikoro,Urbain,Pauvres,373.1581726074219,Autres_urbains
2750011,Koulikoro,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Identique,,,OUI,OUI,,,NON,,,NON,,,Koulikoro,Urbain,Non Pauvres,411.1850280761719,Autres_urbains
2860005,Koulikoro,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Koulikoro,Rural,Non Pauvres,1882.177001953125,Rural
2860011,Koulikoro,Bambara/Malinké,NON,OUI,COVID-19,,AGRICULTURE,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,NON,,,,NON,,,NON,,,Koulikoro,Rural,Non Pauvres,1882.177001953125,Rural
2880004,Koulikoro,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,OUI,OUI,,,NON,,,NON,,,Koulikoro,Rural,Non Pauvres,2318.783447265625,Rural
2880011,Koulikoro,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,OUI,,,NON,,,NON,,,Koulikoro,Rural,Pauvres,3379.913818359375,Rural
2920004,Koulikoro,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,OUI,,,NON,,,NON,,,Koulikoro,Rural,Non Pauvres,2267.41796875,Rural
2930001,Koulikoro,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,AGRICULTURE,Inférieur à d'habitude,AUCUN CLIENT,,NON,,,,NON,,,NON,,,Koulikoro,Urbain,Non Pauvres,416.1094055175781,Autres_urbains
2930002,Koulikoro,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Plus élevé que d'habitude,,,OUI,OUI,,,NON,,,NON,,,Koulikoro,Urbain,Non Pauvres,416.1094055175781,Autres_urbains
2930004,Koulikoro,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,NE PEUT SE DEPLACER / TRANSPORTER LES PRODUITS,,OUI,NON,IMPOSSIBILITE D'ACQUERIR OU DE DEPLACER LES INTRANTS,,NON,,,NON,,,Koulikoro,Urbain,Pauvres,377.6271057128906,Autres_urbains
2930005,Koulikoro,Bambara/Malinké,NON,OUI,COVID-19,,ADMINISTRATION PUBLIQUE,,,,,,,NON,OUI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Koulikoro,Urbain,Non Pauvres,416.1094055175781,Autres_urbains
2930006,Koulikoro,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,"AUTRE, SPECIFIER",Du au Covid 19,OUI,NON,TRAVAIL SAISONNIER,,OUI,BAISSE,MOINS FREQUEMMENT,NON,,,Koulikoro,Urbain,Pauvres,377.6271057128906,Autres_urbains
2930008,Koulikoro,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,OUI,OUI,,,NON,,,NON,,,Koulikoro,Urbain,Non Pauvres,416.1094055175781,Autres_urbains
2930012,Koulikoro,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,OUI,NON,"AUTRE, SPECIFIER",manque d'argent,NON,,,NON,,,Koulikoro,Urbain,Pauvres,377.6271057128906,Autres_urbains
2950003,Koulikoro,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Plus élevé que d'habitude,,,OUI,NON,TRAVAIL SAISONNIER,,OUI,BAISSE,MOINS FREQUEMMENT,NON,,,Koulikoro,Rural,Non Pauvres,997.9573974609375,Rural
2950004,Koulikoro,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Identique,,,OUI,OUI,,,OUI,RESTE LES MEMES,AU MEME RYTHME,NON,,,Koulikoro,Rural,Non Pauvres,997.9573974609375,Rural
2950011,Koulikoro,Bambara/Malinké,OUI,,,,,,Dans une entreprise familiale ou gérée par un membre du ménage,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Identique,,,OUI,NON,TRAVAIL SAISONNIER,,NON,,,NON,,,Koulikoro,Rural,Non Pauvres,997.9573974609375,Rural
2960001,Koulikoro,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Koulikoro,Rural,Non Pauvres,1434.563720703125,Rural
2960004,Koulikoro,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,OUI,,,NON,,,NON,,,Koulikoro,Rural,Non Pauvres,1434.563720703125,Rural
3020002,Sikasso,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,NON,IMPOSSIBLE DE VENDRE OU TRANSPORTER LA PRODUCTION,,NON,,,NON,,,Sikasso,Rural,Non Pauvres,4459.47802734375,Rural
3020012,Sikasso,Bambara/Malinké,NON,OUI,COVID-19,,AGRICULTURE,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,NON,TRAVAIL SAISONNIER,,NON,,,NON,,,Sikasso,Rural,Pauvres,4694.5537109375,Rural
3030001,Sikasso,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,OUI,,,NON,,,NON,,,Sikasso,Rural,Pauvres,5079.748046875,Rural
3030004,Sikasso,Bambara/Malinké,NON,OUI,TRAVAIL SAISONNIER,,AGRICULTURE,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,OUI,,,NON,,,NON,,,Sikasso,Rural,Non Pauvres,4825.38427734375,Rural
3030007,Sikasso,Bambara/Malinké,OUI,,,,,,En tant que salarié,OUI,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Sikasso,Rural,Pauvres,5079.748046875,Rural
3070002,Sikasso,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,OUI,,,OUI,AUGMENTE,AU MEME RYTHME,NON,,,Sikasso,Rural,Non Pauvres,2803.75390625,Rural
3070005,Sikasso,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,OUI,,,NON,,,NON,,,Sikasso,Rural,Non Pauvres,2803.75390625,Rural
3070007,Sikasso,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Sikasso,Rural,Pauvres,2951.550048828125,Rural
3090011,Sikasso,Bambara/Malinké,NON,OUI,COVID-19,,EXTRACTION MINIERE,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,OUI,,,NON,,,NON,,,Sikasso,Rural,Pauvres,4617.51513671875,Rural
3110010,Sikasso,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Sikasso,Rural,Non Pauvres,1074.8486328125,Rural
3130001,Sikasso,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Sikasso,Rural,Non Pauvres,1701.4625244140625,Rural
3130006,Sikasso,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Identique,,,OUI,OUI,,,NON,,,NON,,,Sikasso,Rural,Pauvres,1791.15283203125,Rural
3140001,Sikasso,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Identique,,,OUI,OUI,,,OUI,RESTE LES MEMES,AU MEME RYTHME,NON,,,Sikasso,Urbain,Non Pauvres,174.5931854248047,Autres_urbains
3140003,Sikasso,Bambara/Malinké,OUI,,,,,,En tant que salarié,OUI,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Identique,,,NON,,,,OUI,BAISSE,MOINS FREQUEMMENT,NON,,,Sikasso,Urbain,Non Pauvres,174.5931854248047,Autres_urbains
3140004,Sikasso,Bambara/Malinké,OUI,,,,,,En tant que salarié,OUI,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Plus élevé que d'habitude,,,OUI,NON,IMPOSSIBLE DE VENDRE OU TRANSPORTER LA PRODUCTION,,NON,,,NON,,,Sikasso,Urbain,Non Pauvres,174.5931854248047,Autres_urbains
3140006,Sikasso,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Sikasso,Urbain,Non Pauvres,174.5931854248047,Autres_urbains
3140012,Sikasso,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,OUI,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,OUI,NON,IMPOSSIBILITE D'ACQUERIR OU DE DEPLACER LES INTRANTS,,NON,,,NON,,,Sikasso,Urbain,Non Pauvres,174.5931854248047,Autres_urbains
3150001,Sikasso,Bambara/Malinké,NON,OUI,COVID-19,,EXTRACTION MINIERE,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,OUI,,,NON,,,NON,,,Sikasso,Rural,Non Pauvres,3768.8310546875,Rural
3150006,Sikasso,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,NON,TRAVAIL SAISONNIER,,NON,,,NON,,,Sikasso,Rural,Non Pauvres,3768.8310546875,Rural
3150010,Sikasso,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,AGRICULTURE,Identique,,,OUI,OUI,,,NON,,,NON,,,Sikasso,Rural,Non Pauvres,3768.8310546875,Rural
3170008,Sikasso,Bambara/Malinké,NON,NON,,,,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,AGRICULTURE,Inférieur à d'habitude,FERMETURE SAISONNIERE,,NON,,,,NON,,,NON,,,Sikasso,Rural,Pauvres,1810.41259765625,Rural
3170009,Sikasso,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Sikasso,Rural,Non Pauvres,1719.7578125,Rural
3170011,Sikasso,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,NON,TRAVAIL SAISONNIER,,OUI,RESTE LES MEMES,AU MEME RYTHME,NON,,,Sikasso,Rural,Pauvres,1810.41259765625,Rural
3190002,Sikasso,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Sikasso,Rural,Non Pauvres,3096.478759765625,Rural
3210001,Sikasso,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,OUI,,,NON,,,NON,,,Sikasso,Rural,Pauvres,1945.23046875,Rural
3210005,Sikasso,Bambara/Malinké,NON,OUI,TRAVAIL SAISONNIER,,AGRICULTURE,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,AGRICULTURE,Inférieur à d'habitude,"AUTRE, SPECIFIER",manque de pluie,OUI,OUI,,,NON,,,NON,,,Sikasso,Rural,Pauvres,1945.23046875,Rural
